gauge_id,huc,gauge_lon,gauge_lat,uparea_km2,snapped_lon,snapped_lat,snapped_uparea,area_percent_difference,nesting
04003,04,74.63123,16.78543,12279.8,74.575,16.825,12466.718,1.5221581,nested_upstream
07011,07,84.85209,22.27709,12363.2,84.875,22.275,12308.831,0.4397659,nested_upstream
09012,09,78.00624,14.9146,12472.6,77.975,14.925,12442.093,0.24459085,not_nested
06008,06,86.21877,22.81459,12785.0,86.175,22.825,12759.236,0.20151483,nested_upstream
03098,03,79.80625,18.61877,12927.6,79.775,18.575,12963.233,0.2756412,not_nested
17024,17,79.46048,11.87291,13454.6,79.425,11.875,13316.932,1.0232037,nested_downstream
06006,06,86.46876,22.58125,14291.2,86.475,22.575,14323.973,0.22931916,nested_downstream
04013,04,75.67292,14.83124,14653.5,75.675,14.825,14403.279,1.7075831,nested_downstream
04026,04,74.60208,16.68544,15264.6,74.625,16.675,15653.83,2.5498898,nested_downstream
03079,03,77.01458,19.17709,15554.9,77.025,19.175,15477.97,0.49457508,nested_downstream
13025,13,76.47709,20.93543,15995.9,76.475,20.925,15870.363,0.78480804,nested_downstream
17005,17,79.9479,12.65208,16403.0,79.975,12.675,16206.289,1.1992376,nested_downstream
10011,10,74.13541,23.76459,16472.3,74.125,23.775,16367.717,0.63490814,nested_downstream
08035,08,81.69374,21.62293,16902.7,81.675,21.625,16786.818,0.6855761,nested_upstream
03018,03,81.30207,19.08125,17995.6,81.325,19.075,17874.705,0.6718005,nested_upstream
11010,11,72.5354,22.64791,18325.1,72.525,22.675,18111.033,1.1681596,nested_downstream
03074,03,78.57708,19.81459,19662.7,78.525,19.825,19845.201,0.92816323,nested_downstream
03028,03,79.08959,19.94791,19925.2,79.125,19.975,19731.303,0.97312194,nested_downstream
03045,03,81.39374,17.79779,20333.8,81.375,17.825,20350.531,0.0822791,nested_downstream
08013,08,83.72288,20.65205,20374.3,83.725,20.625,20345.11,0.14327562,nested_downstream
07007,07,84.94374,21.83544,21758.0,84.925,21.825,21765.252,0.033330053,nested_downstream
04038,04,75.13955,17.97291,22326.1,75.125,17.975,22149.584,0.7906245,nested_downstream
04057,04,76.96458,15.66043,23527.1,76.975,15.625,23463.662,0.26963586,nested_downstream
03057,03,80.68958,19.29779,24041.7,80.675,19.275,23877.793,0.68175817,nested_downstream
12004,12,79.01458,23.03126,26297.6,79.025,23.025,26175.932,0.4626581,nested_downstream
08011,08,82.34776,21.71457,29822.5,82.325,21.725,29639.309,0.6142725,nested_downstream
